month,city,house_type,segment,value
2016-01,三亚,二手房,144m2以上,99.8
2016-02,三亚,二手房,144m2以上,100.0994
2016-03,三亚,二手房,144m2以上,100.8001
2016-04,三亚,二手房,144m2以上,100.3969
2016-05,三亚,二手房,144m2以上,100.2965
2016-06,三亚,二手房,144m2以上,100.3968
2016-07,三亚,二手房,144m2以上,100.2964
2016-08,三亚,二手房,144m2以上,100.2964
2016-09,三亚,二手房,144m2以上,100.497
2016-10,三亚,二手房,144m2以上,100.9995
2016-11,三亚,二手房,144m2以上,101.6055
2016-12,三亚,二手房,144m2以上,101.6055
2017-01,三亚,二手房,144m2以上,102.7231
2017-02,三亚,二手房,144m2以上,103.4422
2017-03,三亚,二手房,144m2以上,104.4766
2017-04,三亚,二手房,144m2以上,104.4766
2017-05,三亚,二手房,144m2以上,103.1184
2017-06,三亚,二手房,144m2以上,101.9841
2017-07,三亚,二手房,144m2以上,101.9841
2017-08,三亚,二手房,144m2以上,102.494
2017-09,三亚,二手房,144m2以上,102.494
2017-10,三亚,二手房,144m2以上,103.109
2017-11,三亚,二手房,144m2以上,104.3463
2017-12,三亚,二手房,144m2以上,104.3463
2018-01,三亚,二手房,144m2以上,104.4507
2018-02,三亚,二手房,144m2以上,104.5551
2018-03,三亚,二手房,144m2以上,105.1824
2018-04,三亚,二手房,144m2以上,106.7602
2018-05,三亚,二手房,144m2以上,108.0413
2018-06,三亚,二手房,144m2以上,109.1217
2018-07,三亚,二手房,144m2以上,111.6315
2018-08,三亚,二手房,144m2以上,113.9758
2018-09,三亚,二手房,144m2以上,114.4317
2018-10,三亚,二手房,144m2以上,114.4317
2018-11,三亚,二手房,144m2以上,114.5461
2018-12,三亚,二手房,144m2以上,115.3479
2019-01,三亚,二手房,144m2以上,116.6168
2019-02,三亚,二手房,144m2以上,116.7334
2019-03,三亚,二手房,144m2以上,118.6011
2019-04,三亚,二手房,144m2以上,118.9569
2019-05,三亚,二手房,144m2以上,119.3138
2019-06,三亚,二手房,144m2以上,118.3593
2019-07,三亚,二手房,144m2以上,117.7675
2019-08,三亚,二手房,144m2以上,118.003
2019-09,三亚,二手房,144m2以上,118.357
2019-10,三亚,二手房,144m2以上,117.7652
2019-11,三亚,二手房,144m2以上,117.5297
2019-12,三亚,二手房,144m2以上,117.9998
2020-01,三亚,二手房,144m2以上,117.8818
2020-02,三亚,二手房,144m2以上,117.8818
2020-03,三亚,二手房,144m2以上,117.9997
2020-04,三亚,二手房,144m2以上,117.5277
2020-05,三亚,二手房,144m2以上,116.47
2020-06,三亚,二手房,144m2以上,116.9358
2020-07,三亚,二手房,144m2以上,117.0528
2020-08,三亚,二手房,144m2以上,117.7551
2020-09,三亚,二手房,144m2以上,117.9906
2020-10,三亚,二手房,144m2以上,117.4006
2020-11,三亚,二手房,144m2以上,117.8702
2020-12,三亚,二手房,144m2以上,118.3417
2021-01,三亚,二手房,144m2以上,119.1701
2021-02,三亚,二手房,144m2以上,119.8851
2021-03,三亚,二手房,144m2以上,120.2448
2021-04,三亚,二手房,144m2以上,120.6055
2021-05,三亚,二手房,144m2以上,121.4498
2021-06,三亚,二手房,144m2以上,122.1785
2021-07,三亚,二手房,144m2以上,122.6672
2021-08,三亚,二手房,144m2以上,122.6672
2021-09,三亚,二手房,144m2以上,123.0352
2021-10,三亚,二手房,144m2以上,123.1582
2021-11,三亚,二手房,144m2以上,122.7887
2021-12,三亚,二手房,144m2以上,122.1748
2022-01,三亚,二手房,144m2以上,121.6861
2022-02,三亚,二手房,144m2以上,121.9295
2022-03,三亚,二手房,144m2以上,122.5391
2022-04,三亚,二手房,144m2以上,122.294
2022-05,三亚,二手房,144m2以上,122.1717
2022-06,三亚,二手房,144m2以上,122.0496
2022-07,三亚,二手房,144m2以上,121.8055
2022-08,三亚,二手房,144m2以上,121.8055
2022-09,三亚,二手房,144m2以上,121.8055
2022-10,三亚,二手房,144m2以上,121.1965
2022-11,三亚,二手房,144m2以上,120.9541
2022-12,三亚,二手房,144m2以上,120.5912
2023-01,三亚,二手房,144m2以上,120.953
2023-02,三亚,二手房,144m2以上,120.953
2023-03,三亚,二手房,144m2以上,121.4368
2023-04,三亚,二手房,144m2以上,121.3153
2023-05,三亚,二手房,144m2以上,121.4367
2023-06,三亚,二手房,144m2以上,121.4367
2023-07,三亚,二手房,144m2以上,120.8295
2023-08,三亚,二手房,144m2以上,120.467
2023-09,三亚,二手房,144m2以上,120.7079
2023-10,三亚,二手房,144m2以上,121.1908
2023-11,三亚,二手房,144m2以上,120.2212
2023-12,三亚,二手房,144m2以上,119.4999
2024-02,三亚,二手房,144m2以上,119.2609
2024-03,三亚,二手房,144m2以上,119.2609
2024-04,三亚,二手房,144m2以上,118.5453
2024-05,三亚,二手房,144m2以上,118.5453
2024-06,三亚,二手房,144m2以上,118.0712
2024-07,三亚,二手房,144m2以上,117.5989
2024-08,三亚,二手房,144m2以上,116.6581
2024-09,三亚,二手房,144m2以上,115.1415
2024-10,三亚,二手房,144m2以上,113.9901
2024-11,三亚,二手房,144m2以上,112.8502
2024-12,三亚,二手房,144m2以上,111.8346
2025-02,三亚,二手房,144m2以上,111.3872
2025-03,三亚,二手房,144m2以上,110.9417
2025-04,三亚,二手房,144m2以上,110.276
2025-05,三亚,二手房,144m2以上,109.6144
2025-06,三亚,二手房,144m2以上,108.7374
2025-07,三亚,二手房,144m2以上,108.52
2025-08,三亚,二手房,144m2以上,108.4115
2025-09,三亚,二手房,144m2以上,107.5442
2025-10,三亚,二手房,144m2以上,106.5763
2025-11,三亚,二手房,144m2以上,105.1908
2025-12,三亚,二手房,144m2以上,104.1389
2016-01,三亚,二手房,90m2及以下,99.7
2016-02,三亚,二手房,90m2及以下,99.4009
2016-03,三亚,二手房,90m2及以下,99.9973
2016-04,三亚,二手房,90m2及以下,99.7973
2016-05,三亚,二手房,90m2及以下,100.1965
2016-06,三亚,二手房,90m2及以下,100.1965
2016-07,三亚,二手房,90m2及以下,99.9961
2016-08,三亚,二手房,90m2及以下,100.2961
2016-09,三亚,二手房,90m2及以下,100.9982
2016-10,三亚,二手房,90m2及以下,101.3012
2016-11,三亚,二手房,90m2及以下,101.7064
2016-12,三亚,二手房,90m2及以下,102.7234
2017-01,三亚,二手房,90m2及以下,103.6479
2017-02,三亚,二手房,90m2及以下,104.4771
2017-03,三亚,二手房,90m2及以下,106.3577
2017-04,三亚,二手房,90m2及以下,106.0386
2017-05,三亚,二手房,90m2及以下,105.8266
2017-06,三亚,二手房,90m2及以下,105.0858
2017-07,三亚,二手房,90m2及以下,104.7705
2017-08,三亚,二手房,90m2及以下,104.9801
2017-09,三亚,二手房,90m2及以下,105.085
2017-10,三亚,二手房,90m2及以下,105.085
2017-11,三亚,二手房,90m2及以下,105.1901
2017-12,三亚,二手房,90m2及以下,105.7161
2018-01,三亚,二手房,90m2及以下,105.8218
2018-02,三亚,二手房,90m2及以下,105.9276
2018-03,三亚,二手房,90m2及以下,106.881
2018-04,三亚,二手房,90m2及以下,107.736
2018-05,三亚,二手房,90m2及以下,109.5675
2018-06,三亚,二手房,90m2及以下,111.6493
2018-07,三亚,二手房,90m2及以下,115.6687
2018-08,三亚,二手房,90m2及以下,118.2134
2018-09,三亚,二手房,90m2及以下,118.568
2018-10,三亚,二手房,90m2及以下,118.2123
2018-11,三亚,二手房,90m2及以下,118.4488
2018-12,三亚,二手房,90m2及以下,119.041
2019-01,三亚,二手房,90m2及以下,120.2314
2019-02,三亚,二手房,90m2及以下,121.6742
2019-03,三亚,二手房,90m2及以下,122.8909
2019-04,三亚,二手房,90m2及以下,124.3656
2019-05,三亚,二手房,90m2及以下,124.8631
2019-06,三亚,二手房,90m2及以下,123.7393
2019-07,三亚,二手房,90m2及以下,123.2444
2019-08,三亚,二手房,90m2及以下,122.0119
2019-09,三亚,二手房,90m2及以下,120.7918
2019-10,三亚,二手房,90m2及以下,119.9462
2019-11,三亚,二手房,90m2及以下,119.7064
2019-12,三亚,二手房,90m2及以下,119.7064
2020-01,三亚,二手房,90m2及以下,119.8261
2020-02,三亚,二手房,90m2及以下,119.8261
2020-03,三亚,二手房,90m2及以下,118.8675
2020-04,三亚,二手房,90m2及以下,118.7486
2020-05,三亚,二手房,90m2及以下,117.7986
2020-06,三亚,二手房,90m2及以下,117.2096
2020-07,三亚,二手房,90m2及以下,117.6784
2020-08,三亚,二手房,90m2及以下,116.6193
2020-09,三亚,二手房,90m2及以下,117.0858
2020-10,三亚,二手房,90m2及以下,118.2567
2020-11,三亚,二手房,90m2及以下,118.848
2020-12,三亚,二手房,90m2及以下,119.6799
2021-01,三亚,二手房,90m2及以下,120.398
2021-02,三亚,二手房,90m2及以下,120.6388
2021-03,三亚,二手房,90m2及以下,121.7245
2021-04,三亚,二手房,90m2及以下,122.6983
2021-05,三亚,二手房,90m2及以下,123.9253
2021-06,三亚,二手房,90m2及以下,124.6688
2021-07,三亚,二手房,90m2及以下,125.0429
2021-08,三亚,二手房,90m2及以下,125.418
2021-09,三亚,二手房,90m2及以下,125.5434
2021-10,三亚,二手房,90m2及以下,126.2967
2021-11,三亚,二手房,90m2及以下,126.1704
2021-12,三亚,二手房,90m2及以下,125.2872
2022-01,三亚,二手房,90m2及以下,124.6607
2022-02,三亚,二手房,90m2及以下,124.4114
2022-03,三亚,二手房,90m2及以下,124.4114
2022-04,三亚,二手房,90m2及以下,124.5358
2022-05,三亚,二手房,90m2及以下,123.9131
2022-06,三亚,二手房,90m2及以下,124.161
2022-07,三亚,二手房,90m2及以下,123.9127
2022-08,三亚,二手房,90m2及以下,123.9127
2022-09,三亚,二手房,90m2及以下,123.6648
2022-10,三亚,二手房,90m2及以下,123.1702
2022-11,三亚,二手房,90m2及以下,122.8007
2022-12,三亚,二手房,90m2及以下,122.9235
2023-01,三亚,二手房,90m2及以下,123.4151
2023-02,三亚,二手房,90m2及以下,123.662
2023-03,三亚,二手房,90m2及以下,124.2803
2023-04,三亚,二手房,90m2及以下,124.156
2023-05,三亚,二手房,90m2及以下,124.6526
2023-06,三亚,二手房,90m2及以下,125.1512
2023-07,三亚,二手房,90m2及以下,124.5255
2023-08,三亚,二手房,90m2及以下,124.2764
2023-09,三亚,二手房,90m2及以下,123.7793
2023-10,三亚,二手房,90m2及以下,123.408
2023-11,三亚,二手房,90m2及以下,122.5441
2023-12,三亚,二手房,90m2及以下,121.8089
2024-02,三亚,二手房,90m2及以下,121.5653
2024-03,三亚,二手房,90m2及以下,120.9574
2024-04,三亚,二手房,90m2及以下,120.5946
2024-05,三亚,二手房,90m2及以下,119.871
2024-06,三亚,二手房,90m2及以下,119.0319
2024-07,三亚,二手房,90m2及以下,118.0796
2024-08,三亚,二手房,90m2及以下,117.4892
2024-09,三亚,二手房,90m2及以下,114.6695
2024-10,三亚,二手房,90m2及以下,113.9815
2024-11,三亚,二手房,90m2及以下,113.6395
2024-12,三亚,二手房,90m2及以下,113.185
2025-02,三亚,二手房,90m2及以下,112.9586
2025-03,三亚,二手房,90m2及以下,112.5068
2025-04,三亚,二手房,90m2及以下,112.2818
2025-05,三亚,二手房,90m2及以下,111.8326
2025-06,三亚,二手房,90m2及以下,111.4971
2025-07,三亚,二手房,90m2及以下,110.7167
2025-08,三亚,二手房,90m2及以下,110.0524
2025-09,三亚,二手房,90m2及以下,109.282
2025-10,三亚,二手房,90m2及以下,108.2985
2025-11,三亚,二手房,90m2及以下,107.1072
2025-12,三亚,二手房,90m2及以下,106.6787
2018-01,三亚,二手房,整体,100.9
2018-02,三亚,二手房,整体,101.909
2018-03,三亚,二手房,整体,102.8262
2018-04,三亚,二手房,整体,104.0601
2018-05,三亚,二手房,整体,105.621
2018-06,三亚,二手房,整体,107.4166
2018-07,三亚,二手房,整体,110.7465
2018-08,三亚,二手房,整体,113.0721
2018-09,三亚,二手房,整体,113.7506
2018-10,三亚,二手房,整体,113.5231
2018-11,三亚,二手房,整体,113.6366
2018-12,三亚,二手房,整体,115.0002
2019-01,三亚,二手房,整体,115.8052
2019-02,三亚,二手房,整体,116.6159
2019-03,三亚,二手房,整体,117.6654
2019-04,三亚,二手房,整体,118.7244
2019-05,三亚,二手房,整体,118.9619
2019-06,三亚,二手房,整体,118.1291
2019-07,三亚,二手房,整体,117.6566
2019-08,三亚,二手房,整体,116.833
2019-09,三亚,二手房,整体,116.2488
2019-10,三亚,二手房,整体,115.5514
2019-11,三亚,二手房,整体,115.3202
2019-12,三亚,二手房,整体,115.3202
2020-01,三亚,二手房,整体,115.3202
2020-02,三亚,二手房,整体,115.3202
2020-03,三亚,二手房,整体,114.7436
2020-04,三亚,二手房,整体,114.6289
2020-05,三亚,二手房,整体,113.7119
2020-06,三亚,二手房,整体,113.9393
2020-07,三亚,二手房,整体,114.2811
2020-08,三亚,二手房,整体,113.7097
2020-09,三亚,二手房,整体,114.2783
2020-10,三亚,二手房,整体,114.3925
2020-11,三亚,二手房,整体,114.6213
2020-12,三亚,二手房,整体,115.309
2021-01,三亚,二手房,整体,116.0009
2021-02,三亚,二手房,整体,116.8129
2021-03,三亚,二手房,整体,117.6306
2021-04,三亚,二手房,整体,118.5716
2021-05,三亚,二手房,整体,119.4016
2021-06,三亚,二手房,整体,119.9987
2021-07,三亚,二手房,整体,120.4786
2021-08,三亚,二手房,整体,120.8401
2021-09,三亚,二手房,整体,121.0818
2021-10,三亚,二手房,整体,121.5661
2021-11,三亚,二手房,整体,121.5661
2021-12,三亚,二手房,整体,120.8367
2022-01,三亚,二手房,整体,120.3533
2022-02,三亚,二手房,整体,120.3533
2022-03,三亚,二手房,整体,120.5941
2022-04,三亚,二手房,整体,120.5941
2022-05,三亚,二手房,整体,120.2323
2022-06,三亚,二手房,整体,120.112
2022-07,三亚,二手房,整体,119.8718
2022-08,三亚,二手房,整体,119.8718
2022-09,三亚,二手房,整体,119.7519
2022-10,三亚,二手房,整体,119.0334
2022-11,三亚,二手房,整体,118.6763
2022-12,三亚,二手房,整体,118.439
2023-01,三亚,二手房,整体,118.9127
2023-02,三亚,二手房,整体,119.0316
2023-03,三亚,二手房,整体,119.6268
2023-04,三亚,二手房,整体,119.7464
2023-05,三亚,二手房,整体,120.2254
2023-06,三亚,二手房,整体,120.4659
2023-07,三亚,二手房,整体,119.8635
2023-08,三亚,二手房,整体,119.7437
2023-09,三亚,二手房,整体,119.5042
2023-10,三亚,二手房,整体,119.6237
2023-11,三亚,二手房,整体,118.906
2023-12,三亚,二手房,整体,117.8358
2024-02,三亚,二手房,整体,117.3645
2024-03,三亚,二手房,整体,117.0124
2024-04,三亚,二手房,整体,116.4273
2024-05,三亚,二手房,整体,115.6123
2024-06,三亚,二手房,整体,115.0342
2024-07,三亚,二手房,整体,114.344
2024-08,三亚,二手房,整体,113.8867
2024-09,三亚,二手房,整体,111.8367
2024-10,三亚,二手房,整体,110.942
2024-11,三亚,二手房,整体,110.2764
2024-12,三亚,二手房,整体,109.6147
2025-02,三亚,二手房,整体,109.3955
2025-03,三亚,二手房,整体,109.0673
2025-04,三亚,二手房,整体,108.631
2025-05,三亚,二手房,整体,107.9792
2025-06,三亚,二手房,整体,107.4393
2025-07,三亚,二手房,整体,106.9021
2025-08,三亚,二手房,整体,106.4745
2025-09,三亚,二手房,整体,105.6227
2025-10,三亚,二手房,整体,104.4609
2025-11,三亚,二手房,整体,103.2074
2025-12,三亚,二手房,整体,102.4849
2016-01,三亚,新房,144m2以上,100.9
2016-02,三亚,新房,144m2以上,101.5054
2016-03,三亚,新房,144m2以上,101.4039
2016-04,三亚,新房,144m2以上,101.3025
2016-06,三亚,新房,144m2以上,100.9986
2016-07,三亚,新房,144m2以上,101.0996
2016-08,三亚,新房,144m2以上,101.6051
2016-09,三亚,新房,144m2以上,103.0276
2016-10,三亚,新房,144m2以上,103.5427
2016-11,三亚,新房,144m2以上,104.371
2018-01,三亚,新房,144m2以上,105.5191
2018-02,三亚,新房,144m2以上,105.8357
2018-03,三亚,新房,144m2以上,105.8357
2018-04,三亚,新房,144m2以上,107.529
2018-05,三亚,新房,144m2以上,110.2173
2018-06,三亚,新房,144m2以上,113.9647
2018-07,三亚,新房,144m2以上,116.6998
2018-08,三亚,新房,144m2以上,116.233
2018-09,三亚,新房,144m2以上,116.0005
2018-10,三亚,新房,144m2以上,116.0005
2018-11,三亚,新房,144m2以上,116.4645
2018-12,三亚,新房,144m2以上,116.4645
2019-01,三亚,新房,144m2以上,116.8139
2019-02,三亚,新房,144m2以上,116.8139
2019-03,三亚,新房,144m2以上,117.0476
2019-04,三亚,新房,144m2以上,118.101
2019-05,三亚,新房,144m2以上,119.1639
2019-06,三亚,新房,144m2以上,120.1172
2019-07,三亚,新房,144m2以上,121.0781
2019-08,三亚,新房,144m2以上,120.9571
2019-09,三亚,新房,144m2以上,121.4409
2019-10,三亚,新房,144m2以上,121.6838
2019-11,三亚,新房,144m2以上,121.9271
2019-12,三亚,新房,144m2以上,123.6341
2020-01,三亚,新房,144m2以上,124.8705
2020-02,三亚,新房,144m2以上,124.8705
2020-03,三亚,新房,144m2以上,123.6218
2020-04,三亚,新房,144m2以上,123.7454
2020-05,三亚,新房,144m2以上,123.8691
2020-06,三亚,新房,144m2以上,124.984
2020-07,三亚,新房,144m2以上,125.3589
2020-08,三亚,新房,144m2以上,125.8603
2020-09,三亚,新房,144m2以上,126.7414
2020-10,三亚,新房,144m2以上,128.5157
2020-11,三亚,新房,144m2以上,128.7728
2020-12,三亚,新房,144m2以上,129.2879
2021-01,三亚,新房,144m2以上,129.5464
2021-02,三亚,新房,144m2以上,129.5464
2021-03,三亚,新房,144m2以上,130.5828
2021-04,三亚,新房,144m2以上,130.4522
2021-05,三亚,新房,144m2以上,130.4522
2021-06,三亚,新房,144m2以上,130.5827
2021-07,三亚,新房,144m2以上,131.3662
2021-08,三亚,新房,144m2以上,131.7603
2021-09,三亚,新房,144m2以上,131.7603
2021-10,三亚,新房,144m2以上,134.0002
2021-11,三亚,新房,144m2以上,134.1342
2021-12,三亚,新房,144m2以上,134.1342
2022-01,三亚,新房,144m2以上,135.3414
2022-02,三亚,新房,144m2以上,134.5294
2022-03,三亚,新房,144m2以上,133.8567
2022-04,三亚,新房,144m2以上,133.4551
2022-05,三亚,新房,144m2以上,133.4551
2022-06,三亚,新房,144m2以上,132.521
2022-07,三亚,新房,144m2以上,132.786
2022-08,三亚,新房,144m2以上,132.786
2022-09,三亚,新房,144m2以上,132.6532
2022-10,三亚,新房,144m2以上,133.0512
2022-11,三亚,新房,144m2以上,133.9825
2022-12,三亚,新房,144m2以上,133.3126
2023-01,三亚,新房,144m2以上,133.3126
2023-02,三亚,新房,144m2以上,133.9792
2023-03,三亚,新房,144m2以上,134.5151
2023-04,三亚,新房,144m2以上,134.9186
2023-05,三亚,新房,144m2以上,136.1329
2023-06,三亚,新房,144m2以上,136.269
2023-07,三亚,新房,144m2以上,135.724
2023-08,三亚,新房,144m2以上,136.674
2023-09,三亚,新房,144m2以上,137.4941
2023-10,三亚,新房,144m2以上,136.6691
2023-11,三亚,新房,144m2以上,137.2158
2023-12,三亚,新房,144m2以上,136.2553
2024-02,三亚,新房,144m2以上,135.8465
2024-03,三亚,新房,144m2以上,134.4881
2024-04,三亚,新房,144m2以上,134.3536
2024-05,三亚,新房,144m2以上,133.2787
2024-06,三亚,新房,144m2以上,133.0122
2024-07,三亚,新房,144m2以上,132.6131
2024-08,三亚,新房,144m2以上,132.2153
2024-09,三亚,新房,144m2以上,131.8187
2024-10,三亚,新房,144m2以上,131.8187
2024-11,三亚,新房,144m2以上,131.1596
2024-12,三亚,新房,144m2以上,132.0777
2025-02,三亚,新房,144m2以上,131.9456
2025-03,三亚,新房,144m2以上,131.2859
2025-04,三亚,新房,144m2以上,131.4172
2025-05,三亚,新房,144m2以上,131.2857
2025-06,三亚,新房,144m2以上,131.2857
2025-07,三亚,新房,144m2以上,131.5483
2025-08,三亚,新房,144m2以上,130.759
2025-09,三亚,新房,144m2以上,131.2821
2025-10,三亚,新房,144m2以上,131.1508
2025-11,三亚,新房,144m2以上,130.8885
2025-12,三亚,新房,144m2以上,131.2811
2016-01,三亚,新房,90m2及以下,99.8
2016-02,三亚,新房,90m2及以下,99.4008
2016-03,三亚,新房,90m2及以下,99.3014
2016-04,三亚,新房,90m2及以下,99.5
2016-06,三亚,新房,90m2及以下,99.4005
2016-07,三亚,新房,90m2及以下,98.9035
2016-08,三亚,新房,90m2及以下,99.5958
2016-09,三亚,新房,90m2及以下,100.791
2016-10,三亚,新房,90m2及以下,102.0005
2016-11,三亚,新房,90m2及以下,102.9185
2018-01,三亚,新房,90m2及以下,103.8447
2018-02,三亚,新房,90m2及以下,105.1947
2018-03,三亚,新房,90m2及以下,105.2999
2018-04,三亚,新房,90m2及以下,107.4059
2018-05,三亚,新房,90m2及以下,109.6614
2018-06,三亚,新房,90m2及以下,113.0609
2018-07,三亚,新房,90m2及以下,118.6009
2018-08,三亚,新房,90m2及以下,119.0753
2018-09,三亚,新房,90m2及以下,120.147
2018-10,三亚,新房,90m2及以下,120.0269
2018-11,三亚,新房,90m2及以下,120.0269
2018-12,三亚,新房,90m2及以下,120.0269
2019-01,三亚,新房,90m2及以下,120.1469
2019-02,三亚,新房,90m2及以下,119.6663
2019-03,三亚,新房,90m2及以下,120.0253
2019-04,三亚,新房,90m2及以下,121.2256
2019-05,三亚,新房,90m2及以下,121.468
2019-06,三亚,新房,90m2及以下,122.4397
2019-07,三亚,新房,90m2及以下,123.0519
2019-08,三亚,新房,90m2及以下,125.0208
2019-09,三亚,新房,90m2及以下,125.1458
2019-10,三亚,新房,90m2及以下,125.3961
2019-11,三亚,新房,90m2及以下,126.1485
2019-12,三亚,新房,90m2及以下,126.7792
2020-01,三亚,新房,90m2及以下,128.6809
2020-02,三亚,新房,90m2及以下,128.6809
2020-03,三亚,新房,90m2及以下,128.9383
2020-04,三亚,新房,90m2及以下,130.6145
2020-05,三亚,新房,90m2及以下,129.5695
2020-06,三亚,新房,90m2及以下,129.8287
2020-07,三亚,新房,90m2及以下,130.9971
2020-08,三亚,新房,90m2及以下,133.0931
2020-09,三亚,新房,90m2及以下,133.8916
2020-10,三亚,新房,90m2及以下,134.1594
2020-11,三亚,新房,90m2及以下,134.5619
2020-12,三亚,新房,90m2及以下,135.1002
2021-01,三亚,新房,90m2及以下,135.9108
2021-02,三亚,新房,90m2及以下,135.7748
2021-03,三亚,新房,90m2及以下,136.861
2021-04,三亚,新房,90m2及以下,137.4085
2021-05,三亚,新房,90m2及以下,138.5078
2021-06,三亚,新房,90m2及以下,139.6158
2021-07,三亚,新房,90m2及以下,140.7327
2021-08,三亚,新房,90m2及以下,141.5771
2021-09,三亚,新房,90m2及以下,142.1435
2021-10,三亚,新房,90m2及以下,143.1385
2021-11,三亚,新房,90m2及以下,143.2816
2021-12,三亚,新房,90m2及以下,143.5682
2022-01,三亚,新房,90m2及以下,144.286
2022-02,三亚,新房,90m2及以下,144.1417
2022-03,三亚,新房,90m2及以下,144.1417
2022-04,三亚,新房,90m2及以下,143.8534
2022-05,三亚,新房,90m2及以下,143.7096
2022-06,三亚,新房,90m2及以下,142.4162
2022-07,三亚,新房,90m2及以下,142.9859
2022-08,三亚,新房,90m2及以下,142.9859
2022-09,三亚,新房,90m2及以下,142.5569
2022-10,三亚,新房,90m2及以下,142.2718
2022-11,三亚,新房,90m2及以下,142.6986
2022-12,三亚,新房,90m2及以下,142.5559
2023-01,三亚,新房,90m2及以下,143.1261
2023-02,三亚,新房,90m2及以下,143.5555
2023-03,三亚,新房,90m2及以下,144.8475
2023-04,三亚,新房,90m2及以下,144.9923
2023-05,三亚,新房,90m2及以下,146.4423
2023-06,三亚,新房,90m2及以下,146.2958
2023-07,三亚,新房,90m2及以下,146.7347
2023-08,三亚,新房,90m2及以下,146.588
2023-09,三亚,新房,90m2及以下,146.588
2023-10,三亚,新房,90m2及以下,146.588
2023-11,三亚,新房,90m2及以下,146.7346
2023-12,三亚,新房,90m2及以下,145.5607
2024-02,三亚,新房,90m2及以下,144.6873
2024-03,三亚,新房,90m2及以下,144.1086
2024-04,三亚,新房,90m2及以下,143.9645
2024-05,三亚,新房,90m2及以下,143.5326
2024-06,三亚,新房,90m2及以下,144.2502
2024-07,三亚,新房,90m2及以下,143.0962
2024-08,三亚,新房,90m2及以下,142.667
2024-09,三亚,新房,90m2及以下,141.6683
2024-10,三亚,新房,90m2及以下,140.9599
2024-11,三亚,新房,90m2及以下,140.2551
2024-12,三亚,新房,90m2及以下,140.9564
2025-02,三亚,新房,90m2及以下,140.5335
2025-03,三亚,新房,90m2及以下,140.5335
2025-04,三亚,新房,90m2及以下,140.6741
2025-05,三亚,新房,90m2及以下,140.6741
2025-06,三亚,新房,90m2及以下,140.9554
2025-07,三亚,新房,90m2及以下,141.0964
2025-08,三亚,新房,90m2及以下,140.9553
2025-09,三亚,新房,90m2及以下,141.0962
2025-10,三亚,新房,90m2及以下,140.5319
2025-11,三亚,新房,90m2及以下,139.8292
2025-12,三亚,新房,90m2及以下,140.3885
2018-03,三亚,新房,整体,100.7
2018-04,三亚,新房,整体,102.6133
2018-05,三亚,新房,整体,105.076
2018-06,三亚,新房,整体,108.4385
2018-07,三亚,新房,整体,112.4507
2018-08,三亚,新房,整体,112.5631
2018-09,三亚,新房,整体,112.7883
2018-10,三亚,新房,整体,112.6755
2018-11,三亚,新房,整体,113.1262
2018-12,三亚,新房,整体,113.3524
2019-01,三亚,新房,整体,113.3524
2019-02,三亚,新房,整体,113.4658
2019-03,三亚,新房,整体,113.8062
2019-04,三亚,新房,整体,114.8304
2019-05,三亚,新房,整体,115.2897
2019-06,三亚,新房,整体,116.2121
2019-07,三亚,新房,整体,116.6769
2019-08,三亚,新房,整体,117.377
2019-09,三亚,新房,整体,117.7291
2019-10,三亚,新房,整体,118.0823
2019-11,三亚,新房,整体,118.5546
2019-12,三亚,新房,整体,119.3845
2020-01,三亚,新房,整体,120.9365
2020-02,三亚,新房,整体,120.9365
2020-03,三亚,新房,整体,120.3318
2020-04,三亚,新房,整体,121.1741
2020-05,三亚,新房,整体,120.6894
2020-06,三亚,新房,整体,121.0515
2020-07,三亚,新房,整体,122.141
2020-08,三亚,新房,整体,123.3624
2020-09,三亚,新房,整体,124.3493
2020-10,三亚,新房,整体,125.2197
2020-11,三亚,新房,整体,125.7206
2020-12,三亚,新房,整体,126.3492
2021-01,三亚,新房,整体,126.7283
2021-02,三亚,新房,整体,126.9817
2021-03,三亚,新房,整体,127.8706
2021-04,三亚,新房,整体,128.1263
2021-05,三亚,新房,整体,128.5107
2021-06,三亚,新房,整体,129.2818
2021-07,三亚,新房,整体,129.9282
2021-08,三亚,新房,整体,130.188
2021-09,三亚,新房,整体,130.3182
2021-10,三亚,新房,整体,131.3608
2021-11,三亚,新房,整体,132.2803
2021-12,三亚,新房,整体,132.5449
2022-01,三亚,新房,整体,133.4727
2022-02,三亚,新房,整体,133.2057
2022-03,三亚,新房,整体,133.0725
2022-04,三亚,新房,整体,132.5402
2022-05,三亚,新房,整体,132.2751
2022-06,三亚,新房,整体,131.746
2022-07,三亚,新房,整体,132.1413
2022-08,三亚,新房,整体,132.1413
2022-09,三亚,新房,整体,131.7449
2022-10,三亚,新房,整体,131.6131
2022-11,三亚,新房,整体,131.8763
2022-12,三亚,新房,整体,131.6126
2023-01,三亚,新房,整体,132.0074
2023-02,三亚,新房,整体,132.6675
2023-03,三亚,新房,整体,133.5961
2023-04,三亚,新房,整体,133.7297
2023-05,三亚,新房,整体,134.5321
2023-06,三亚,新房,整体,134.9357
2023-07,三亚,新房,整体,135.2056
2023-08,三亚,新房,整体,135.7464
2023-09,三亚,新房,整体,135.8822
2023-10,三亚,新房,整体,136.018
2023-11,三亚,新房,整体,135.882
2023-12,三亚,新房,整体,135.4744
