month,city,house_type,segment,value
2022-05,济南,二手房,90m2及以下,124.0328
2022-06,济南,二手房,90m2及以下,123.4126
2022-07,济南,二手房,90m2及以下,123.4126
2022-08,济南,二手房,90m2及以下,123.2892
2022-09,济南,二手房,90m2及以下,122.9194
2022-10,济南,二手房,90m2及以下,122.7964
2022-11,济南,二手房,90m2及以下,122.1825
2022-12,济南,二手房,90m2及以下,122.0603
2023-01,济南,二手房,90m2及以下,121.3279
2023-02,济南,二手房,90m2及以下,121.3279
2023-03,济南,二手房,90m2及以下,121.4493
2023-04,济南,二手房,90m2及以下,121.8136
2023-05,济南,二手房,90m2及以下,121.57
2023-06,济南,二手房,90m2及以下,121.57
2023-07,济南,二手房,90m2及以下,121.8131
2023-08,济南,二手房,90m2及以下,121.3259
2023-09,济南,二手房,90m2及以下,120.1126
2023-10,济南,二手房,90m2及以下,119.512
2023-11,济南,二手房,90m2及以下,117.8389
2023-12,济南,二手房,90m2及以下,116.6605
2024-02,济南,二手房,90m2及以下,115.2606
2024-03,济南,二手房,90m2及以下,114.1079
2024-04,济南,二手房,90m2及以下,113.8797
2024-05,济南,二手房,90m2及以下,112.1715
2024-06,济南,二手房,90m2及以下,111.0498
2024-07,济南,二手房,90m2及以下,109.3841
2024-08,济南,二手房,90m2及以下,107.3058
2024-09,济南,二手房,90m2及以下,106.34
2024-10,济南,二手房,90m2及以下,105.702
2024-11,济南,二手房,90m2及以下,105.1735
2024-12,济南,二手房,90m2及以下,104.9631
2025-02,济南,二手房,90m2及以下,104.9631
2025-03,济南,二手房,90m2及以下,104.7532
2025-04,济南,二手房,90m2及以下,104.5437
2025-05,济南,二手房,90m2及以下,103.7073
2025-06,济南,二手房,90m2及以下,103.0851
2025-07,济南,二手房,90m2及以下,102.7758
2025-08,济南,二手房,90m2及以下,102.4675
2025-09,济南,二手房,90m2及以下,102.3651
2025-10,济南,二手房,90m2及以下,102.058
2025-11,济南,二手房,90m2及以下,101.8538
2025-12,济南,二手房,90m2及以下,101.3446
2018-01,济南,二手房,整体,100.5
2018-02,济南,二手房,整体,100.3995
2018-03,济南,二手房,整体,100.7007
2018-04,济南,二手房,整体,100.9021
2018-05,济南,二手房,整体,101.4066
2018-06,济南,二手房,整体,102.4207
2018-07,济南,二手房,整体,104.9812
2018-08,济南,二手房,整体,107.9207
2018-09,济南,二手房,整体,109.2157
2018-10,济南,二手房,整体,109.871
2018-11,济南,二手房,整体,110.4204
2018-12,济南,二手房,整体,110.9725
2019-01,济南,二手房,整体,111.6383
2019-02,济南,二手房,整体,112.0849
2019-03,济南,二手房,整体,112.6453
2019-04,济南,二手房,整体,112.3073
2019-05,济南,二手房,整体,112.0827
2019-06,济南,二手房,整体,111.8586
2019-07,济南,二手房,整体,111.7467
2019-08,济南,二手房,整体,110.741
2019-09,济南,二手房,整体,110.4088
2019-10,济南,二手房,整体,109.6359
2019-11,济南,二手房,整体,108.9781
2019-12,济南,二手房,整体,108.6511
2020-01,济南,二手房,整体,108.4338
2020-02,济南,二手房,整体,108.0001
2020-03,济南,二手房,整体,108.0001
2020-04,济南,二手房,整体,107.8921
2020-05,济南,二手房,整体,107.8921
2020-06,济南,二手房,整体,107.7842
2020-07,济南,二手房,整体,107.892
2020-08,济南,二手房,整体,107.3525
2020-09,济南,二手房,整体,106.9231
2020-10,济南,二手房,整体,106.6024
2020-11,济南,二手房,整体,106.176
2020-12,济南,二手房,整体,105.6451
2021-01,济南,二手房,整体,106.0677
2021-02,济南,二手房,整体,105.8555
2021-03,济南,二手房,整体,105.9614
2021-04,济南,二手房,整体,106.5971
2021-05,济南,二手房,整体,107.1301
2021-06,济南,二手房,整体,107.6658
2021-07,济南,二手房,整体,108.0964
2021-08,济南,二手房,整体,108.3126
2021-09,济南,二手房,整体,107.9877
2021-10,济南,二手房,整体,107.7717
2021-11,济南,二手房,整体,107.2329
2021-12,济南,二手房,整体,107.1256
2022-01,济南,二手房,整体,106.8043
2022-02,济南,二手房,整体,106.5906
2022-03,济南,二手房,整体,106.4841
2022-04,济南,二手房,整体,105.6322
2022-05,济南,二手房,整体,105.2097
2022-06,济南,二手房,整体,105.1044
2022-07,济南,二手房,整体,104.8942
2022-08,济南,二手房,整体,104.4747
2022-09,济南,二手房,整体,104.3702
2022-10,济南,二手房,整体,104.0571
2022-11,济南,二手房,整体,103.5368
2022-12,济南,二手房,整体,103.3297
2023-01,济南,二手房,整体,103.0197
2023-02,济南,二手房,整体,103.2258
2023-03,济南,二手房,整体,103.6387
2023-04,济南,二手房,整体,103.8459
2023-05,济南,二手房,整体,103.6383
2023-06,济南,二手房,整体,103.3273
2023-07,济南,二手房,整体,103.224
2023-08,济南,二手房,整体,102.7079
2023-09,济南,二手房,整体,101.5781
2023-10,济南,二手房,整体,101.2734
2023-11,济南,二手房,整体,100.6657
2023-12,济南,二手房,整体,100.2631
2024-01,济南,二手房,整体,100.0625
2024-02,济南,二手房,整体,99.3621
2024-03,济南,二手房,整体,98.5672
2024-04,济南,二手房,整体,97.9758
2024-05,济南,二手房,整体,96.4082
2024-06,济南,二手房,整体,95.2513
2024-07,济南,二手房,整体,94.2035
2024-08,济南,二手房,整体,92.4137
2024-09,济南,二手房,整体,91.8592
2024-10,济南,二手房,整体,91.1243
2024-11,济南,二手房,整体,90.4864
2024-12,济南,二手房,整体,90.3055
2025-01,济南,二手房,整体,90.2152
2025-02,济南,二手房,整体,90.0347
2025-03,济南,二手房,整体,90.0347
2025-04,济南,二手房,整体,89.9447
2025-05,济南,二手房,整体,89.5849
2025-06,济南,二手房,整体,89.137
2025-07,济南,二手房,整体,88.7804
2025-08,济南,二手房,整体,88.2478
2025-09,济南,二手房,整体,87.63
2025-10,济南,二手房,整体,87.1042
2025-11,济南,二手房,整体,86.6687
2025-12,济南,二手房,整体,85.8887
2016-01,济南,新房,144m2以上,100.0
2016-02,济南,新房,144m2以上,100.0
2016-03,济南,新房,144m2以上,100.8
2016-04,济南,新房,144m2以上,101.5056
2016-05,济南,新房,144m2以上,102.6222
2016-06,济南,新房,144m2以上,103.4431
2016-07,济南,新房,144m2以上,103.9604
2016-08,济南,新房,144m2以上,106.1435
2016-09,济南,新房,144m2以上,111.663
2016-10,济南,新房,144m2以上,116.0178
2016-11,济南,新房,144m2以上,117.294
2018-01,济南,新房,144m2以上,118.9362
2018-02,济南,新房,144m2以上,119.0551
2018-03,济南,新房,144m2以上,119.2932
2018-04,济南,新房,144m2以上,119.4125
2018-05,济南,新房,144m2以上,119.6513
2018-06,济南,新房,144m2以上,124.557
2018-07,济南,新房,144m2以上,128.2937
2018-08,济南,新房,144m2以上,131.3728
2018-09,济南,新房,144m2以上,132.5551
2018-10,济南,新房,144m2以上,133.8807
2018-11,济南,新房,144m2以上,136.2905
2018-12,济南,新房,144m2以上,137.1083
2019-01,济南,新房,144m2以上,137.7938
2019-02,济南,新房,144m2以上,138.6206
2019-03,济南,新房,144m2以上,139.8682
2019-04,济南,新房,144m2以上,140.9871
2019-05,济南,新房,144m2以上,141.4101
2019-06,济南,新房,144m2以上,141.9757
2019-07,济南,新房,144m2以上,142.4016
2019-08,济南,新房,144m2以上,142.4016
2019-09,济南,新房,144m2以上,142.4016
2019-10,济南,新房,144m2以上,141.6896
2019-11,济南,新房,144m2以上,141.548
2019-12,济南,新房,144m2以上,140.5571
2020-01,济南,新房,144m2以上,140.6977
2020-02,济南,新房,144m2以上,139.4314
2020-03,济南,新房,144m2以上,139.1525
2020-04,济南,新房,144m2以上,139.9874
2020-05,济南,新房,144m2以上,140.9674
2020-06,济南,新房,144m2以上,140.9674
2020-07,济南,新房,144m2以上,141.5312
2020-08,济南,新房,144m2以上,140.2574
2020-09,济南,新房,144m2以上,139.6964
2020-10,济南,新房,144m2以上,139.5567
2020-11,济南,新房,144m2以上,138.9985
2020-12,济南,新房,144m2以上,138.5815
2021-01,济南,新房,144m2以上,138.8587
2021-02,济南,新房,144m2以上,138.8587
2021-03,济南,新房,144m2以上,139.9695
2021-04,济南,新房,144m2以上,140.3894
2021-05,济南,新房,144m2以上,142.0741
2021-06,济南,新房,144m2以上,144.4894
2021-07,济南,新房,144m2以上,145.9343
2021-08,济南,新房,144m2以上,146.9558
2021-09,济南,新房,144m2以上,147.5436
2021-10,济南,新房,144m2以上,147.3961
2021-11,济南,新房,144m2以上,146.6591
2021-12,济南,新房,144m2以上,146.5124
2022-01,济南,新房,144m2以上,146.2194
2022-02,济南,新房,144m2以上,146.2194
2022-03,济南,新房,144m2以上,146.3656
2022-04,济南,新房,144m2以上,146.0729
2022-05,济南,新房,144m2以上,146.8033
2022-06,济南,新房,144m2以上,147.8309
2022-07,济南,新房,144m2以上,149.3092
2022-08,济南,新房,144m2以上,150.0558
2022-09,济南,新房,144m2以上,150.5059
2022-10,济南,新房,144m2以上,150.5059
2022-11,济南,新房,144m2以上,150.6564
2022-12,济南,新房,144m2以上,150.9577
2023-01,济南,新房,144m2以上,150.052
2023-02,济南,新房,144m2以上,150.9523
2023-03,济南,新房,144m2以上,151.858
2023-04,济南,新房,144m2以上,152.4654
2023-05,济南,新房,144m2以上,153.5327
2023-06,济南,新房,144m2以上,153.5327
2023-07,济南,新房,144m2以上,153.9933
2023-08,济南,新房,144m2以上,154.6093
2023-09,济南,新房,144m2以上,154.3001
2023-10,济南,新房,144m2以上,154.9173
2023-11,济南,新房,144m2以上,154.6074
2023-12,济南,新房,144m2以上,154.2982
2024-02,济南,新房,144m2以上,152.6009
2024-03,济南,新房,144m2以上,152.4483
2024-04,济南,新房,144m2以上,152.4483
2024-05,济南,新房,144m2以上,151.2287
2024-06,济南,新房,144m2以上,150.1701
2024-07,济南,新房,144m2以上,148.9688
2024-08,济南,新房,144m2以上,148.2239
2024-09,济南,新房,144m2以上,146.5935
2024-10,济南,新房,144m2以上,145.7139
2024-11,济南,新房,144m2以上,145.4225
2024-12,济南,新房,144m2以上,145.4225
2025-02,济南,新房,144m2以上,145.5679
2025-03,济南,新房,144m2以上,145.859
2025-04,济南,新房,144m2以上,145.859
2025-05,济南,新房,144m2以上,145.7132
2025-06,济南,新房,144m2以上,145.5675
2025-07,济南,新房,144m2以上,144.6941
2025-08,济南,新房,144m2以上,143.6812
2025-09,济南,新房,144m2以上,143.1065
2025-10,济南,新房,144m2以上,142.391
2025-11,济南,新房,144m2以上,142.2486
2025-12,济南,新房,144m2以上,142.1063
2016-01,济南,新房,90m2及以下,100.4
2016-02,济南,新房,90m2及以下,100.7012
2016-03,济南,新房,90m2及以下,101.7082
2016-04,济南,新房,90m2及以下,103.1321
2016-05,济南,新房,90m2及以下,104.1634
2016-06,济南,新房,90m2及以下,105.1009
2016-07,济南,新房,90m2及以下,106.3621
2016-08,济南,新房,90m2及以下,109.3403
2016-09,济南,新房,90m2及以下,115.354
2016-10,济南,新房,90m2及以下,117.8918
2016-11,济南,新房,90m2及以下,118.9528
2018-01,济南,新房,90m2及以下,119.3097
2018-02,济南,新房,90m2及以下,119.429
2018-03,济南,新房,90m2及以下,119.5484
2018-04,济南,新房,90m2及以下,119.7875
2018-05,济南,新房,90m2及以下,120.1469
2018-06,济南,新房,90m2及以下,125.0729
2018-07,济南,新房,90m2及以下,129.3254
2018-08,济南,新房,90m2及以下,133.3344
2018-09,济南,新房,90m2及以下,134.4011
2018-10,济南,新房,90m2及以下,135.6107
2018-11,济南,新房,90m2及以下,137.9161
2018-12,济南,新房,90m2及以下,139.2953
2019-01,济南,新房,90m2及以下,140.131
2019-02,济南,新房,90m2及以下,140.131
2019-03,济南,新房,90m2及以下,140.8317
2019-04,济南,新房,90m2及以下,141.5359
2019-05,济南,新房,90m2及以下,142.2435
2019-06,济南,新房,90m2及以下,142.2435
2019-07,济南,新房,90m2及以下,142.8125
2019-08,济南,新房,90m2及以下,143.3838
2019-09,济南,新房,90m2及以下,143.3838
2019-10,济南,新房,90m2及以下,142.2367
2019-11,济南,新房,90m2及以下,142.3789
2019-12,济南,新房,90m2及以下,142.8061
2020-01,济南,新房,90m2及以下,142.6633
2020-02,济南,新房,90m2及以下,141.3793
2020-03,济南,新房,90m2及以下,141.8034
2020-04,济南,新房,90m2及以下,140.5272
2020-05,济南,新房,90m2及以下,141.0893
2020-06,济南,新房,90m2及以下,142.6413
2020-07,济南,新房,90m2及以下,141.9281
2020-08,济南,新房,90m2及以下,141.5023
2020-09,济南,新房,90m2及以下,142.2098
2020-10,济南,新房,90m2及以下,142.4942
2020-11,济南,新房,90m2及以下,141.3543
2020-12,济南,新房,90m2及以下,140.9302
2021-01,济南,新房,90m2及以下,141.353
2021-02,济南,新房,90m2及以下,141.6357
2021-03,济南,新房,90m2及以下,142.0606
2021-04,济南,新房,90m2及以下,142.0606
2021-05,济南,新房,90m2及以下,144.0495
2021-06,济南,新房,90m2及以下,147.2185
2021-07,济南,新房,90m2及以下,147.8074
2021-08,济南,新房,90m2及以下,148.6943
2021-09,济南,新房,90m2及以下,150.1812
2021-10,济南,新房,90m2及以下,150.031
2021-11,济南,新房,90m2及以下,148.5307
2021-12,济南,新房,90m2及以下,148.6792
2022-01,济南,新房,90m2及以下,149.274
2022-02,济南,新房,90m2及以下,150.0203
2022-03,济南,新房,90m2及以下,150.7704
2022-04,济南,新房,90m2及以下,149.8658
2022-05,济南,新房,90m2及以下,152.1138
2022-06,济南,新房,90m2及以下,152.1138
2022-07,济南,新房,90m2及以下,152.1138
2022-08,济南,新房,90m2及以下,152.8744
2022-09,济南,新房,90m2及以下,152.8744
2022-10,济南,新房,90m2及以下,153.7916
2022-11,济南,新房,90m2及以下,153.1764
2022-12,济南,新房,90m2及以下,152.7169
2023-01,济南,新房,90m2及以下,152.5642
2023-02,济南,新房,90m2及以下,153.327
2023-03,济南,新房,90m2及以下,155.0136
2023-04,济南,新房,90m2及以下,155.9437
2023-05,济南,新房,90m2及以下,157.5031
2023-06,济南,新房,90m2及以下,157.6606
2023-07,济南,新房,90m2及以下,157.8183
2023-08,济南,新房,90m2及以下,157.9761
2023-09,济南,新房,90m2及以下,157.6602
2023-10,济南,新房,90m2及以下,157.8178
2023-11,济南,新房,90m2及以下,156.7131
2023-12,济南,新房,90m2及以下,154.5191
2024-02,济南,新房,90m2及以下,154.5191
2024-03,济南,新房,90m2及以下,153.1285
2024-04,济南,新房,90m2及以下,151.9034
2024-05,济南,新房,90m2及以下,150.2325
2024-06,济南,新房,90m2及以下,149.4813
2024-07,济南,新房,90m2及以下,149.4813
2024-08,济南,新房,90m2及以下,146.9401
2024-09,济南,新房,90m2及以下,144.0013
2024-10,济南,新房,90m2及以下,143.5693
2024-11,济南,新房,90m2及以下,143.5693
2024-12,济南,新房,90m2及以下,142.5643
2025-02,济南,新房,90m2及以下,142.992
2025-03,济南,新房,90m2及以下,143.135
2025-04,济南,新房,90m2及以下,142.9919
2025-05,济南,新房,90m2及以下,142.8489
2025-06,济南,新房,90m2及以下,143.1346
2025-07,济南,新房,90m2及以下,142.9915
2025-08,济南,新房,90m2及以下,140.9896
2025-09,济南,新房,90m2及以下,139.4387
2025-10,济南,新房,90m2及以下,139.2993
2025-11,济南,新房,90m2及以下,138.8814
2025-12,济南,新房,90m2及以下,138.4647
2018-03,济南,新房,整体,100.2
2018-04,济南,新房,整体,100.3002
2018-05,济南,新房,整体,100.7014
2018-06,济南,新房,整体,104.3267
2018-07,济南,新房,整体,107.4565
2018-08,济南,新房,整体,110.4652
2018-09,济南,新房,整体,111.9013
2018-10,济南,新房,整体,112.6846
2018-11,济南,新房,整体,114.6002
2018-12,济南,新房,整体,115.4024
2019-01,济南,新房,整体,115.864
2019-02,济南,新房,整体,116.5592
2019-03,济南,新房,整体,117.4917
2019-04,济南,新房,整体,118.6666
2019-05,济南,新房,整体,119.1413
2019-06,济南,新房,整体,119.4987
2019-07,济南,新房,整体,119.8572
2019-08,济南,新房,整体,119.6175
2019-09,济南,新房,整体,119.139
2019-10,济南,新房,整体,117.9476
2019-11,济南,新房,整体,117.122
2019-12,济南,新房,整体,116.185
2020-01,济南,新房,整体,115.6041
2020-02,济南,新房,整体,115.3729
2020-03,济南,新房,整体,114.9114
2020-04,济南,新房,整体,114.9114
2020-05,济南,新房,整体,115.4859
2020-06,济南,新房,整体,115.8324
2020-07,济南,新房,整体,115.9482
2020-08,济南,新房,整体,115.4844
2020-09,济南,新房,整体,115.4844
2020-10,济南,新房,整体,115.2535
2020-11,济南,新房,整体,114.9077
2020-12,济南,新房,整体,114.7928
2021-01,济南,新房,整体,115.0224
2021-02,济南,新房,整体,115.4825
2021-03,济南,新房,整体,116.0599
2021-04,济南,新房,整体,116.9884
2021-05,济南,新房,整体,118.1583
2021-06,济南,新房,整体,119.9306
2021-07,济南,新房,整体,120.7701
2021-08,济南,新房,整体,121.4948
2021-09,济南,新房,整体,121.9807
2021-10,济南,新房,整体,121.4928
2021-11,济南,新房,整体,120.8854
2021-12,济南,新房,整体,120.8854
2022-01,济南,新房,整体,121.0062
2022-02,济南,新房,整体,121.1273
2022-03,济南,新房,整体,121.4906
2022-04,济南,新房,整体,121.2477
2022-05,济南,新房,整体,121.8539
2022-06,济南,新房,整体,122.2195
2022-07,济南,新房,整体,122.7083
2022-08,济南,新房,整体,122.9537
2022-09,济南,新房,整体,123.3226
2022-10,济南,新房,整体,123.4459
2022-11,济南,新房,整体,123.3225
2022-12,济南,新房,整体,123.1992
2023-01,济南,新房,整体,122.9528
2023-02,济南,新房,整体,124.0593
2023-03,济南,新房,整体,124.9278
2023-04,济南,新房,整体,125.6773
2023-05,济南,新房,整体,126.5571
2023-06,济南,新房,整体,126.8102
2023-07,济南,新房,整体,126.937
2023-08,济南,新房,整体,126.81
2023-09,济南,新房,整体,126.4296
2023-10,济南,新房,整体,126.3032
2023-11,济南,新房,整体,126.0506
2023-12,济南,新房,整体,125.5464
2024-01,济南,新房,整体,125.2953
2024-02,济南,新房,整体,124.7941
2024-03,济南,新房,整体,124.2949
2024-04,济南,新房,整体,124.0463
2024-05,济南,新房,整体,123.3021
2024-06,济南,新房,整体,122.5622
2024-07,济南,新房,整体,121.9494
2024-08,济南,新房,整体,120.9738
2024-09,济南,新房,整体,118.7963
2024-10,济南,新房,整体,117.9647
2024-11,济南,新房,整体,117.7288
2024-12,济南,新房,整体,117.6111
2025-01,济南,新房,整体,117.3759
2025-02,济南,新房,整体,117.728
2025-03,济南,新房,整体,118.0812
2025-04,济南,新房,整体,118.0812
2025-05,济南,新房,整体,117.7269
2025-06,济南,新房,整体,117.6092
2025-07,济南,新房,整体,117.2564
2025-08,济南,新房,整体,116.5528
2025-09,济南,新房,整体,116.0866
2025-10,济南,新房,整体,115.274
2025-11,济南,新房,整体,114.8129
2025-12,济南,新房,整体,114.5833
2016-01,济宁,二手房,144m2以上,99.9
2016-02,济宁,二手房,144m2以上,99.7002
2016-03,济宁,二手房,144m2以上,99.6005
2016-04,济宁,二手房,144m2以上,99.6005
2016-05,济宁,二手房,144m2以上,99.6005
2016-06,济宁,二手房,144m2以上,99.4013
2016-07,济宁,二手房,144m2以上,99.7989
2016-08,济宁,二手房,144m2以上,100.2979
2016-09,济宁,二手房,144m2以上,100.5988
2016-10,济宁,二手房,144m2以上,100.9006
2016-11,济宁,二手房,144m2以上,101.0015
2016-12,济宁,二手房,144m2以上,99.7895
2017-01,济宁,二手房,144m2以上,99.0909
2017-02,济宁,二手房,144m2以上,99.7846
2017-03,济宁,二手房,144m2以上,101.1816
2017-04,济宁,二手房,144m2以上,101.7887
2017-05,济宁,二手房,144m2以上,102.2976
2017-06,济宁,二手房,144m2以上,103.7298
2017-07,济宁,二手房,144m2以上,104.8708
2017-08,济宁,二手房,144m2以上,105.5
2017-09,济宁,二手房,144m2以上,105.711
2017-10,济宁,二手房,144m2以上,106.2396
2017-11,济宁,二手房,144m2以上,107.0895
2017-12,济宁,二手房,144m2以上,107.0895
2018-01,济宁,二手房,144m2以上,107.0895
2018-02,济宁,二手房,144m2以上,107.732
2018-03,济宁,二手房,144m2以上,109.4557
2018-04,济宁,二手房,144m2以上,110.5503
2018-05,济宁,二手房,144m2以上,112.098
2018-06,济宁,二手房,144m2以上,114.0037
2018-07,济宁,二手房,144m2以上,117.5378
2018-08,济宁,二手房,144m2以上,120.5938
2018-09,济宁,二手房,144m2以上,122.6439
2018-10,济宁,二手房,144m2以上,124.4835
2018-11,济宁,二手房,144m2以上,126.8487
2018-12,济宁,二手房,144m2以上,128.4977
2019-01,济宁,二手房,144m2以上,129.1402
2019-02,济宁,二手房,144m2以上,129.3985
2019-03,济宁,二手房,144m2以上,129.5279
2019-04,济宁,二手房,144m2以上,129.787
2019-05,济宁,二手房,144m2以上,130.0465
2019-06,济宁,二手房,144m2以上,131.347
2019-07,济宁,二手房,144m2以上,132.6605
2019-08,济宁,二手房,144m2以上,133.5891
2019-09,济宁,二手房,144m2以上,135.3257
2019-10,济宁,二手房,144m2以上,136.5437
2019-11,济宁,二手房,144m2以上,138.1822
2019-12,济宁,二手房,144m2以上,139.1495
2020-01,济宁,二手房,144m2以上,139.9844
2020-02,济宁,二手房,144m2以上,139.4244
2020-03,济宁,二手房,144m2以上,138.5879
2020-04,济宁,二手房,144m2以上,138.8651
2020-05,济宁,二手房,144m2以上,139.5594
2020-06,济宁,二手房,144m2以上,139.8385
2020-07,济宁,二手房,144m2以上,141.3767
2020-08,济宁,二手房,144m2以上,142.225
2020-09,济宁,二手房,144m2以上,143.9317
2020-10,济宁,二手房,144m2以上,144.2196
2020-11,济宁,二手房,144m2以上,145.6618
2020-12,济宁,二手房,144m2以上,146.3901
2021-01,济宁,二手房,144m2以上,147.7076
2021-02,济宁,二手房,144m2以上,148.003
2021-03,济宁,二手房,144m2以上,148.743
2021-04,济宁,二手房,144m2以上,148.743
2021-05,济宁,二手房,144m2以上,149.6355
2021-06,济宁,二手房,144m2以上,150.9822
2021-07,济宁,二手房,144m2以上,149.9253
2021-08,济宁,二手房,144m2以上,149.7754
2021-09,济宁,二手房,144m2以上,150.0749
2021-10,济宁,二手房,144m2以上,149.9249
2021-11,济宁,二手房,144m2以上,149.3252
2021-12,济宁,二手房,144m2以上,147.5333
2022-01,济宁,二手房,144m2以上,146.6481
2022-02,济宁,二手房,144m2以上,146.0615
2022-03,济宁,二手房,144m2以上,146.3536
2022-04,济宁,二手房,144m2以上,145.7682
2022-05,济宁,二手房,144m2以上,144.8936
2022-06,济宁,二手房,144m2以上,143.8793
2022-07,济宁,二手房,144m2以上,143.016
2022-08,济宁,二手房,144m2以上,142.73
2022-09,济宁,二手房,144m2以上,141.8736
2022-10,济宁,二手房,144m2以上,141.1643
2022-11,济宁,二手房,144m2以上,139.6114
2022-12,济宁,二手房,144m2以上,138.6342
2023-01,济宁,二手房,144m2以上,138.0796
2023-02,济宁,二手房,144m2以上,137.6654
2023-03,济宁,二手房,144m2以上,138.9044
2023-04,济宁,二手房,144m2以上,138.7655
2023-05,济宁,二手房,144m2以上,138.3492
2023-06,济宁,二手房,144m2以上,138.0725
2023-07,济宁,二手房,144m2以上,137.5202
2023-08,济宁,二手房,144m2以上,137.1076
2023-09,济宁,二手房,144m2以上,136.5592
2023-10,济宁,二手房,144m2以上,136.013
2023-11,济宁,二手房,144m2以上,135.0609
2023-12,济宁,二手房,144m2以上,134.2505
2024-02,济宁,二手房,144m2以上,133.982
2024-03,济宁,二手房,144m2以上,133.982
2024-04,济宁,二手房,144m2以上,132.2402
2024-05,济宁,二手房,144m2以上,131.0501
2024-06,济宁,二手房,144m2以上,130.1327
2024-07,济宁,二手房,144m2以上,130.1327
2024-08,济宁,二手房,144m2以上,129.0917
2024-09,济宁,二手房,144m2以上,128.7044
2024-10,济宁,二手房,144m2以上,128.8331
2024-11,济宁,二手房,144m2以上,128.4466
2024-12,济宁,二手房,144m2以上,127.8044
2025-02,济宁,二手房,144m2以上,127.5488
2025-03,济宁,二手房,144m2以上,127.5488
2025-04,济宁,二手房,144m2以上,126.1457
2025-05,济宁,二手房,144m2以上,125.7673
2025-06,济宁,二手房,144m2以上,125.1384
2025-07,济宁,二手房,144m2以上,124.3876
2025-08,济宁,二手房,144m2以上,124.1388
2025-09,济宁,二手房,144m2以上,123.2699
2025-10,济宁,二手房,144m2以上,123.0233
2025-11,济宁,二手房,144m2以上,122.4082
2025-12,济宁,二手房,144m2以上,120.9393
2016-01,济宁,二手房,90m2及以下,99.9
2016-02,济宁,二手房,90m2及以下,99.5004
2016-03,济宁,二手房,90m2及以下,99.6994
2016-04,济宁,二手房,90m2及以下,99.7991
2016-05,济宁,二手房,90m2及以下,100.0985
2016-06,济宁,二手房,90m2及以下,100.2987
2016-07,济宁,二手房,90m2及以下,100.8002
2016-08,济宁,二手房,90m2及以下,101.0018
2016-09,济宁,二手房,90m2及以下,101.0018
2016-10,济宁,二手房,90m2及以下,100.9008
2016-11,济宁,二手房,90m2及以下,101.1026
2016-12,济宁,二手房,90m2及以下,101.6081
2017-01,济宁,二手房,90m2及以下,101.8113
2017-02,济宁,二手房,90m2及以下,101.4041
2017-03,济宁,二手房,90m2及以下,102.1139
2017-04,济宁,二手房,90m2及以下,102.4202
2017-05,济宁,二手房,90m2及以下,102.9323
2017-06,济宁,二手房,90m2及以下,104.3734
2017-07,济宁,二手房,90m2及以下,105.6259
2017-08,济宁,二手房,90m2及以下,106.4709
2017-09,济宁,二手房,90m2及以下,107.1097
2017-10,济宁,二手房,90m2及以下,107.5381
2017-11,济宁,二手房,90m2及以下,108.3985
2017-12,济宁,二手房,90m2及以下,109.1572
2018-01,济宁,二手房,90m2及以下,109.3756
2018-02,济宁,二手房,90m2及以下,109.8131
2018-03,济宁,二手房,90m2及以下,111.2406
2018-04,济宁,二手房,90m2及以下,111.7968
2018-05,济宁,二手房,90m2及以下,112.3558
2018-06,济宁,二手房,90m2及以下,113.2547
2018-07,济宁,二手房,90m2及以下,116.086
2018-08,济宁,二手房,90m2及以下,118.8721
2018-09,济宁,二手房,90m2及以下,121.2495
2018-10,济宁,二手房,90m2及以下,122.947
2018-11,济宁,二手房,90m2及以下,124.2994
2018-12,济宁,二手房,90m2及以下,126.1639
2019-01,济宁,二手房,90m2及以下,126.7948
2019-02,济宁,二手房,90m2及以下,127.3019
2019-03,济宁,二手房,90m2及以下,128.3204
2019-04,济宁,二手房,90m2及以下,129.3469
2019-05,济宁,二手房,90m2及以下,130.511
2019-06,济宁,二手房,90m2及以下,130.9026
2019-07,济宁,二手房,90m2及以下,131.8189
2019-08,济宁,二手房,90m2及以下,132.0825
2019-09,济宁,二手房,90m2及以下,134.5921
2019-10,济宁,二手房,90m2及以下,134.8613
2019-11,济宁,二手房,90m2及以下,135.4007
2019-12,济宁,二手房,90m2及以下,135.5361
2020-01,济宁,二手房,90m2及以下,135.9427
2020-02,济宁,二手房,90m2及以下,135.9427
2020-03,济宁,二手房,90m2及以下,136.7584
2020-04,济宁,二手房,90m2及以下,137.3054
2020-05,济宁,二手房,90m2及以下,137.58
2020-06,济宁,二手房,90m2及以下,138.5431
2020-07,济宁,二手房,90m2及以下,138.9587
2020-08,济宁,二手房,90m2及以下,139.6535
2020-09,济宁,二手房,90m2及以下,140.9104
2020-10,济宁,二手房,90m2及以下,141.7559
2020-11,济宁,二手房,90m2及以下,141.8976
2020-12,济宁,二手房,90m2及以下,143.3166
2021-01,济宁,二手房,90m2及以下,143.7465
2021-02,济宁,二手房,90m2及以下,144.1778
2021-03,济宁,二手房,90m2及以下,144.322
2021-04,济宁,二手房,90m2及以下,145.0436
2021-05,济宁,二手房,90m2及以下,145.3337
2021-06,济宁,二手房,90m2及以下,145.479
2021-07,济宁,二手房,90m2及以下,145.3335
2021-08,济宁,二手房,90m2及以下,145.0428
2021-09,济宁,二手房,90m2及以下,145.0428
2021-10,济宁,二手房,90m2及以下,144.4627
2021-11,济宁,二手房,90m2及以下,144.3182
